KSM Address,QTZ Address,QTZ Total Amount,Transferrable Amount,TGE Block,Lock blocks,Vesting Blocks,Amount per block,Transfer tx hash,Vesting tx hash
EexvVvgfdJKanbdKE69AK1ZY2hKeLFcjFYoGMkwBNCZGrB4,yGEp9swuQuzV98NBpY4gsdJ1pjq7LTdWoLJ4UcF94pBGQgixQ,1000,1000,14250,0,0,0,undefined,
FhHQy5GkvMztohVZgwEo7Bgg3mDSLhAPTtWwqmdhegFrnyM,yGFrUNR411HYpSPHgnXXyG6BwsrBEFdxLzWQCHj9mLTk7GiX1,1000,1000,14250,0,0,0,undefined,
HWKjGTw83JFq8b5dNeivEMUDYj4Kd1CzJfrMvY4YVQAfDwY,yGHfWgiSfNQV5NiBGrDFTPDMjRM958vGPbMBXhovCBJU252CN,1000,1000,14250,0,0,0,undefined,
FG2gQQ59josFVj7fJMrxEZ8aSpVYa8ixPKSPbxW84hLiNac,yGFRDdrNoQ6zgo5KJt8xbRDZPnFEWMsPuZRq7jVLdksmC89gV,1000,1000,14250,0,0,0,undefined,
EJ8LzSpxBLrUJvcdUTqjaMuCvmgRUkr4MoXhX8V5z82fHGV,yGETKJSRZCYXg1tWorK4aCZNAQjBhEn22fQKD3QWcioBt4vZ1,1000,1000,14250,0,0,0,undefined,
E7qCyHnCuT14xXHpNUUBs5utQkXJHmKDHor9rUXthFw5TZN,yGEH2ARGWTGdpcY7V3D5Cer6B6DAY7b2VpLKXVjrfXWKnVHMr,1000,1000,14250,0,0,0,undefined,
Gq4bJm254VyeKvYSciUNzLfDrmnxeRnGhH2mJwAHnUf1kcn,yGGzFYkjkKRgoBuWjfTKCqyLvRfBomwgxsjni7CKHvbYWRc55,1000,1000,14250,0,0,0,undefined,
GPbGZq7Hg1EmT5zXDoKtwJSRufSBwZH2ngkEXZp2KeXw82D,yGGYnE1oqY3C4K2gBk4Q4MvJhdi5T1EpTdqCRaQwwf8iPME88,1000,1000,14250,0,0,0,undefined,
HhBpaQhYjNWVvzaF1bew3ozN78BTDyREZJ87DMXGWe1JjEd,yGHrNn2PRo6ZL3WamTrCPQ2pFZuYCGXEbqbooT6jeuKhriVRE,1000,1000,14250,0,0,0,undefined,
Cu86LdRKrEAy6f1Lbiw7ybaK7XQfdJwcBi1Bz2CRyXFrXaY,yGD4K3nc9aDQzWgFCZSKfaxbqWuwRUva8DEDgXsQL4nb7GWj4,1000,1000,14250,0,0,0,undefined,
HkPYUxueRuSKM6JvQ2ocKtgVquqtLtPRWsh15ercWoeEuPX,yGHuaVvwdto6FrvgW9EdY5JtwheKrhe9a2ZPNLy2zFKsVedLs,1000,1000,14250,0,0,0,undefined,
FcUvcXANkPjCsRbJGjtsj3nwLyVoEuHcX5CFJy1ocuyFMTN,yGFmft4Vtd7aYkT1nX7LdLi4499PWcYAUDZasbCM9SRypfMtB,1000,1000,14250,0,0,0,undefined,
HCgr66dXLyhWhezeYioKrCYF3npa8cgy29sLJUndsM8thkK,yGHMsoY5MmiAX4HFBsPKXnqCoSrCqPRssa4fYgBrvGgQzJgYU,1000,1000,14250,0,0,0,undefined,
Cd9n8vcjHR3oP2BWVnhSPQPWLBKaZHn9LnvKjE8Hg4shhAP,yGCnLjauLyebsLxcNjLPRuNQei8bLPrYxkPJbfccFvV8j7cvV,1000,1000,14250,0,0,0,undefined,
